id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3781,HARBORSIDE-Walk to subway,4804,Frank,,East Boston,42.36524120736776,-71.02936148859783,Entire home/apt,125,30,14,2018-07-02,0.33,1,144
5506,**$79 Special **   Private! Minutes to center!,8229,Terry,,Roxbury,42.32980850423623,-71.09559469348262,Entire home/apt,145,3,80,2018-11-18,0.67,6,358
6695,$99 Special!! Home Away! Condo,8229,Terry,,Roxbury,42.329940605699676,-71.093505106791,Entire home/apt,169,3,85,2018-11-25,0.74,6,251
6976,Mexican Folk Art Haven in Boston Residential Area,16701,Phil,,Roslindale,42.2924378866568,-71.13576525374667,Private room,65,3,75,2018-10-23,0.65,1,60
8789,Curved Glass Studio/1bd facing Park,26988,Anne,,Downtown,42.35918691518732,-71.06265110707376,Entire home/apt,99,30,22,2018-12-20,0.41,10,237
8792,Large 1 Bed facing State House,26988,Anne,,Downtown,42.35849698264322,-71.06201144020237,Entire home/apt,154,30,24,2018-08-15,0.21,10,305
9765,[1294] Grand Studio - South End,25188,Seamless,,South End,42.34259444459376,-71.07942070179357,Entire home/apt,229,2,9,2015-10-24,0.10,62,364
9824,[1273] Fab Studio- close to Newbury,25188,Seamless,,Back Bay,42.34949627476548,-71.08595384961086,Entire home/apt,209,2,23,2018-10-25,0.25,62,360
9827,[1168-1C] Luxury 1 BR High-Rise in Beacon Hill,25188,Seamless,,Downtown,42.352148584714804,-71.06330132541606,Entire home/apt,389,3,8,2014-06-02,0.08,62,365
9855,[1330-1D] Lux 1BR  w/ Den - Fenway,25188,Seamless,,Fenway,42.34337078514998,-71.09870840549256,Entire home/apt,259,4,3,2010-11-04,0.03,62,89
9857,"[1280] Well-Appointed,  2 BR Suite in Back Bay",25188,Seamless,,Back Bay,42.35428957525216,-71.0727722486024,Entire home/apt,342,2,25,2018-10-19,0.28,62,361
9858,[1356-2] 2BR Exec Penthouse Suite,25188,Seamless,,Back Bay,42.344471434571375,-71.08178606219539,Entire home/apt,489,2,1,2015-06-09,0.02,62,364
9859,[1274] 1BR Half Block from Newbury,25188,Seamless,,Back Bay,42.35025967200265,-71.08471827768018,Entire home/apt,179,2,3,2018-12-09,0.03,62,149
9860,[1277] 1BR on Beacon St - Back Bay,25188,Seamless,,Back Bay,42.35411529429635,-71.07441444576361,Entire home/apt,259,2,22,2016-04-10,0.20,62,356
9870,[1293-1] - 1 Bedroom in South End,25188,Seamless,,South End,42.34422661526431,-71.07787818266341,Entire home/apt,279,2,8,2018-10-14,0.10,62,364
10730,Bright 1bed facing Golden Dome,26988,Anne,,Downtown,42.35840348816456,-71.06185033441072,Entire home/apt,150,30,27,2017-10-25,0.24,10,250
10811,Back Bay Studio on Marlborough St-,38997,Michelle,,Back Bay,42.34972969320107,-71.0879236417328,Entire home/apt,179,1,7,2018-09-30,0.19,9,358
10813,Back Bay Apt Studio-,38997,Michelle,,Back Bay,42.34961258120306,-71.08903821762654,Entire home/apt,179,3,1,2016-05-23,0.03,9,233
10986,Waterfront Furnished Apt,38997,Michelle,,North End,42.36351987255669,-71.05075391788681,Entire home/apt,115,30,2,2016-05-23,0.06,9,364
13589,"[1426-1] Renovated 3 BR, Bi-Level-Back Bay",25188,Seamless,,Back Bay,42.35526319928581,-71.07279310137645,Entire home/apt,389,3,63,2018-12-21,0.59,62,85
13592,"[1279] 2 BR/1.5 BA, Bi-Level Suite",25188,Seamless,,Back Bay,42.35376288379316,-71.07423910713261,Entire home/apt,359,2,20,2017-09-28,0.20,62,0
18711,The Dorset | 3BR 1BA | 1st Floor,71783,Lance,,Dorchester,42.323285711989264,-71.06210286717582,Entire home/apt,126,3,43,2018-11-05,0.41,23,249
21891,[1168-2NH]Lux 2BR - Downtown Boston,25188,Seamless,,Downtown,42.352179362768965,-71.06316023638313,Entire home/apt,289,30,21,2015-06-18,0.22,62,83
22208,[1358] Small Studio in South End,25188,Seamless,,South End,42.34320988189416,-71.07776036316244,Entire home/apt,225,3,4,2015-07-29,0.04,62,363
22354,COPLEY SQ...19TH C.TWNHSE SUNNY RM,85770,Robert,,South End,42.34495654198742,-71.07485746185634,Private room,148,2,293,2018-11-16,3.22,5,89
23370,[1250-1NE]Elegant 1BR in Back Bay,25188,Seamless,,Back Bay,42.34609116036233,-71.078577968358,Entire home/apt,289,4,5,2013-04-25,0.05,62,361
23668,[1247-1N]Furnished 1BR At The Vesta,25188,Seamless,,West End,42.36386502353799,-71.06895043843967,Entire home/apt,249,4,0,,,62,364
24240,The Golden Slipper,97821,Gretchen,,North End,42.36366047776044,-71.05023194381583,Entire home/apt,275,2,82,2018-10-25,0.82,1,238
25142,[1246]Beautiful 2BRs - Fenway Area,25188,Seamless,,Fenway,42.3448650479359,-71.10259974303017,Entire home/apt,399,3,9,2015-10-28,0.09,62,89
25418,[1535-1C] Luxury 1BR - West End High Rise,25188,Seamless,,West End,42.3649449797097,-71.06766819894484,Entire home/apt,279,4,4,2015-11-20,0.04,62,89
27141,[1293] Lovely 1 BR in South End,25188,Seamless,,South End,42.34258590158319,-71.07969075832185,Entire home/apt,279,2,4,2013-06-02,0.04,62,364
27546,L'Auberge Espagnole  /room H,119019,Hermina,,Dorchester,42.29834949192866,-71.05910373438712,Private room,55,1,234,2018-09-01,2.22,10,365
27611,One Bedroom Studio Garden Apartment,119381,Gordon And Alexandra,,Jamaica Plain,42.315565116572934,-71.11482700886869,Entire home/apt,175,3,15,2018-09-04,0.26,1,359
28150,[1277/1] 1BR on Beacon St- Back Bay,25188,Seamless,,Back Bay,42.35397478093875,-71.07261173686383,Entire home/apt,184,2,21,2016-06-24,0.24,62,353
29155,[1426-2]NEW 3 BR-Bi-Level  Back Bay,25188,Seamless,,Back Bay,42.354327797179906,-71.073521139528,Entire home/apt,451,3,33,2017-05-29,0.41,62,85
29765,"Luxury suite, Moroccan furnishings",128280,Elizabeth,,Charlestown,42.37833821738547,-71.06662682158364,Entire home/apt,221,2,93,2018-10-21,0.88,3,240
30311,[1543-1D]1BR with Den in Prime Beacon Hill Locale,25188,Seamless,,Beacon Hill,42.36115825039167,-71.06518711164692,Entire home/apt,161,30,0,,,62,364
31796,Big room with two bed/Room A,119019,Hermina,,Dorchester,42.299773412938755,-71.0604758082839,Private room,43,1,412,2018-12-30,3.94,10,350
36885,A Cozy Corner of Boston,159160,Deborah,,Fenway,42.3463347597641,-71.08832312205183,Entire home/apt,165,4,150,2018-10-17,1.45,1,0
38578,[1218-1C]1BR - The Towers at Longfellow Place,25188,Seamless,,West End,42.36408963095722,-71.06565400720207,Entire home/apt,249,30,2,2016-06-19,0.05,62,364
38579,[1218-2NH]2BR Apartment in Boston,25188,Seamless,,Downtown,42.36417484490023,-71.06320412284416,Entire home/apt,349,30,6,2017-05-28,0.07,62,89
39116,Private Room/Perfect Location!,167745,Angela,,Fenway,42.34238757407687,-71.09725113569735,Private room,99,2,71,2018-11-11,0.69,1,0
40601,Private room & bath - Jamaica Plain,174986,Robert,,Jamaica Plain,42.31509938985096,-71.11107897137123,Private room,95,6,72,2018-12-09,0.70,1,279
44205,Elegance at Salem Street Court,128280,Elizabeth,,Charlestown,42.376551110585275,-71.06676905680453,Entire home/apt,184,2,81,2018-10-12,0.80,3,260
45987,Gorgeous Garden Studio Charlestown,205107,Atef,,Charlestown,42.3740433333595,-71.0611766737255,Entire home/apt,100,3,110,2018-11-17,1.07,1,364
47521,Beautiful Victorian House /C,119019,Hermina,,Dorchester,42.297719717380254,-71.0592404613887,Private room,50,1,326,2019-01-01,3.20,10,355
47722,[1356-1] Lovely 1BR Suites-1/2 Block to Pru Center,25188,Seamless,,Back Bay,42.345991317260754,-71.07985901244271,Private room,479,2,0,,,62,364
47725,[1356-S] Half-Block to Pru Center,25188,Seamless,,Back Bay,42.34594763852984,-71.08194281965525,Entire home/apt,279,2,0,,,62,89
50032,Amazing Design & Detail Throughout!,228845,Jeremy,,Jamaica Plain,42.31591115539129,-71.11275691200883,Entire home/apt,700,3,19,2018-12-26,0.22,1,318
54215,[1246-2C]Lux 2BR - Fenway Area,25188,Seamless,,Fenway,42.343452988176544,-71.10166759098244,Entire home/apt,289,3,5,2015-06-26,0.06,62,84
54487,[1246-1C]Beautiful 1BRs - Fenway Area,25188,Seamless,,Fenway,42.343471201034205,-71.10038331384595,Entire home/apt,219,4,1,2010-10-16,0.01,62,89
54944,Renovated Beacon Hill Studio [1414],25188,Seamless,,Beacon Hill,42.35682271391546,-71.07024444961496,Entire home/apt,185,3,7,2015-11-08,0.11,62,172
56927,[1250-1C/1] Lux 1 BR in Back Bay Near Pru Center,25188,Seamless,,Back Bay,42.34648977513371,-71.07975896686729,Entire home/apt,289,4,5,2012-11-30,0.05,62,364
56937,[1250-C]Beautiful 2BRs in Back Bay,25188,Seamless,,Back Bay,42.34654267232068,-71.07853071772206,Entire home/apt,399,3,10,2015-10-02,0.12,62,89
57156,3 Room Cottage in Boston,271947,Bill,,Dorchester,42.31004204312099,-71.04941830401073,Entire home/apt,105,5,42,2018-09-03,0.44,1,233
60029,Room in geographical heart of Hub,255183,Michelle,,Roxbury,42.325841851882,-71.08926850105509,Private room,75,2,131,2018-12-01,1.34,5,223
60356,Bookcase 1bd facing Boston Common,26988,Anne,,Downtown,42.35711748262145,-71.06179965761459,Entire home/apt,175,30,18,2018-11-05,0.28,10,215
66288,Architects Live-in Studio in Boston,324630,Sean,,Mission Hill,42.33215157576381,-71.10674178342134,Entire home/apt,79,1,622,2018-12-31,6.38,2,32
67774,Corner 1 bed facing Golden Dome,26988,Anne,,Beacon Hill,42.35866925366806,-71.06331526509506,Entire home/apt,110,30,43,2018-12-10,0.57,10,183
67946,[1330-1C] Lux High Rise in Fenway,25188,Seamless,,Fenway,42.34500940952589,-71.09872441400223,Private room,249,4,1,2011-09-30,0.01,62,89
68902,"[1279/1] 2 BR 1.5BA, Bi-Level Suite",25188,Seamless,,Back Bay,42.35454321454043,-71.07345475876546,Entire home/apt,359,2,9,2017-12-15,0.12,62,359
69369,Room in Boston off the beaten path,255183,Michelle,,Roxbury,42.326142212195286,-71.0884044797577,Private room,85,1,105,2018-11-11,1.13,5,332
77681,Waterfall Room: Bunker Hill B&B,416912,Christiane,,Charlestown,42.37853324504035,-71.06176887037248,Private room,140,2,37,2018-10-22,0.41,1,361
77691,Beautiful Victorian House /Room B,119019,Hermina,,Dorchester,42.29770901,-71.05979096181578,Private room,65,1,276,2018-10-02,2.88,10,365
91588,Sunny Private Bedroom. 7 minute walk to Redline T.,494453,Dave,,Dorchester,42.31357973181839,-71.04696815124996,Private room,68,1,142,2019-01-07,1.52,2,83
95453,Royal Street Studio: Allston,508268,Richard,,Allston,42.35937207684766,-71.13155989406006,Entire home/apt,175,5,32,2018-11-03,0.34,1,363
118905,Lotus (Luxury apartment),434539,Brahma,,East Boston,42.37932676415325,-71.03376093729794,Entire home/apt,325,7,23,2018-03-29,0.25,2,363
143842,Beautiful Apt in Heart of Boston,697401,Nick,,Brighton,42.34466193734135,-71.15876763776456,Private room,180,1,20,2012-07-28,0.22,3,0
160572,Single Family Home,766862,Nicole,,South Boston,42.33324331178137,-71.04199974359747,Entire home/apt,495,3,8,2018-09-07,0.10,1,28
163941,$99* SPECIAL* 2 bed ApT! Location!,8229,Terry,,Roxbury,42.32964653698351,-71.09502741816267,Entire home/apt,225,3,205,2018-12-23,2.27,6,180
169430,Stylish + Comfortable Urban Victorian,807320,Kate,,Roxbury,42.321581648142576,-71.09047217750756,Entire home/apt,200,2,132,2018-10-28,1.46,1,6
169938,Gorgeous Boston Loft Style Condo!,809859,Lisa,,Jamaica Plain,42.313791962580474,-71.10338741157318,Entire home/apt,174,3,0,,,1,175
170715,Classic Back Bay Marlborough |1BR 1BA #3,814298,Brent,,Back Bay,42.35178287367133,-71.08456949050125,Entire home/apt,200,2,50,2018-11-08,0.57,89,0
177129,Comfort in Historic Melville Park 1,847253,Susan,,Dorchester,42.29342799337781,-71.06773095505628,Private room,59,2,172,2018-11-17,1.91,2,358
179244,Room in Beautiful Townhouse /G,119019,Hermina,,Dorchester,42.29780454877129,-71.05892760838888,Private room,75,1,92,2018-08-18,1.03,10,348
179245,Room in Beautiful Townhouse /F,119019,Hermina,,Dorchester,42.29915433110693,-71.05878564109082,Private room,65,1,43,2018-08-29,0.48,10,348
182049,Herbivorian House SkyRama ,434539,Brahma,,East Boston,42.37979971680247,-71.0332513579009,Entire home/apt,300,5,37,2017-10-31,0.41,2,312
182613,Entire 2 BR! Clean condo 3 beds Charlestown Boston,875739,Max,,Charlestown,42.377387032265055,-71.06043519614649,Entire home/apt,169,5,105,2018-12-28,1.16,1,4
190170,In-Law Suite w/Room to Spare :-),841314,Fanny & Candice,,Dorchester,42.31039471069863,-71.06907432515601,Entire home/apt,55,7,63,2019-01-14,0.70,1,257
196806,"Comfy couch, Centrally located",958639,Larry,,Fenway,42.344523732167985,-71.08683719659065,Shared room,79,3,74,2019-01-15,0.82,1,353
197146,[1689] Brand New 2BR off Newbury Street,25188,Seamless,,Back Bay,42.34794627306118,-71.08488222123127,Entire home/apt,356,2,22,2016-11-20,0.26,62,362
197727,"Great Boston neighborhood , Jamaica Plain",964356,Jill,,Jamaica Plain,42.3131970326139,-71.1183236209181,Private room,85,2,38,2018-12-31,0.43,1,59
197972,Perfect Location--Super Studio!,965697,Chris & Kristina,,Jamaica Plain,42.317321347129315,-71.1083382470032,Entire home/apt,90,2,354,2018-11-25,4.01,2,0
200265,Comfort in Historic Melville Park 2,847253,Susan,,Dorchester,42.29362567996863,-71.06652076227765,Private room,69,2,177,2018-11-03,1.99,2,345
205894,Beautiful Victorian House/Room D,119019,Hermina,,Dorchester,42.298490908055584,-71.05880244016217,Private room,55,1,197,2018-10-26,2.19,10,343
210097,Treetop Haven in the City,1035747,Maria Elena,,Jamaica Plain,42.318635400684855,-71.1064062759693,Entire home/apt,110,3,163,2018-12-09,1.82,1,252
211921,Boston Loft: 7 Skylights!,1092168,Meg,,Roslindale,42.281428775551895,-71.12576419618557,Entire home/apt,300,45,68,2015-06-15,0.77,1,365
217498,"Private bedroom, bath and lounge.",1123263,Deepti & Michael,,Brighton,42.352572976732944,-71.15056520109587,Private room,99,3,160,2018-10-06,1.82,1,0
220676,Private room off the Freedom Trail.,1144302,Howard,,North End,42.36539015346572,-71.05438197261003,Private room,95,2,212,2018-11-18,2.39,1,138
225224,4th floor office room,85770,Robert,,South End,42.34642847317033,-71.07502990080344,Private room,105,1,295,2018-11-18,3.34,5,0
225834,Skyline View to Boston,1176995,Duane,,Roslindale,42.28052812623618,-71.13084254103526,Private room,65,28,53,2018-06-25,0.60,2,200
225979,Cozy Room & Fresh Roasted Coffee,1176995,Duane,,Roslindale,42.2814520694321,-71.12925004404066,Private room,55,28,96,2018-08-17,1.08,2,223
228883,[1330-2CD] Deluxe 2 Bedroom in The Fenway,25188,Seamless,,Fenway,42.34362397838654,-71.09792813561556,Entire home/apt,569,3,4,2013-08-06,0.05,62,89
250345,[1344] 1 BR Penthouse w/ Roof Deck,25188,Seamless,,Beacon Hill,42.356484327897945,-71.06945208453679,Entire home/apt,285,2,24,2017-01-29,0.28,62,263
257588,BOSTON LUXURY FOR LESS!!! NEAR BCEC,1355344,Meri,,South Boston,42.33066372457114,-71.03984208025666,Entire home/apt,200,1,271,2018-12-27,3.43,1,201
276450,19th Century Luxury | South End | 1BR 1BA #3,1444340,Will,,Roxbury,42.33814027315353,-71.08000805615907,Entire home/apt,167,2,84,2018-10-31,1.03,37,214
295285,"Single Bedroom, Quiet Neighborhood",1271326,Tom,,West Roxbury,42.28719370532695,-71.1681597440516,Private room,80,1,25,2018-08-16,0.36,1,249
307571,Beacon Hill Floorthrough Brownstone,26988,Anne,,Beacon Hill,42.3588141376562,-71.06547230731253,Entire home/apt,150,30,17,2018-07-30,0.57,10,271
311240,"Upscale Back Bay Studio, River Views",1600541,Marina,,Back Bay,42.35262416707966,-71.08051383620193,Entire home/apt,165,2,174,2018-12-28,2.07,1,164
315982,Beautiful Two BR & Two Bathroom Townhouse,119019,Hermina,,Dorchester,42.299289844425694,-71.05996995396156,Entire home/apt,196,1,103,2018-08-26,1.23,10,351
318050,"South End Room on park by T, Prudential & Back Bay",1632478,Thiago & Niles,,South End,42.33979629318694,-71.07853429802778,Private room,99,2,273,2019-01-08,3.25,1,40
322593,"Chef Kitch, 12 Min to Pru, Patio, Walker'sParadise",1651480,Edward,,South End,42.34348781143775,-71.07680165158366,Entire home/apt,168,3,357,2019-01-12,5.04,5,44
332225,"Beautiful house w/ Hot Tub, Parking & Yard!",1693497,Ken,,Jamaica Plain,42.29128816246878,-71.11396006312367,Entire home/apt,149,2,46,2017-08-20,0.60,1,0
336946,"Sweet, Solar, Garden Apartment",1713739,Andrée,,Jamaica Plain,42.28825811306717,-71.11306691796358,Entire home/apt,145,3,187,2019-01-01,3.24,1,18
349347,Experience Past|Enjoy Present|South End Studio #2,1444340,Will,,Roxbury,42.33823990254319,-71.08171734317412,Entire home/apt,167,2,90,2018-11-29,1.11,37,187
349409,Family Home in Great Area,1770277,Genevieve,,Jamaica Plain,42.324425810711006,-71.10651505467933,Entire home/apt,250,5,5,2015-08-24,0.06,1,0
369880,North End Boston Studio Condo,1683708,Carlos And Cheryl,,North End,42.366090141169195,-71.0525546517861,Entire home/apt,155,5,34,2018-09-16,0.64,2,17
369940,North End 2 Bedroom Boston Condo-near FreedomTrail,1683708,Carlos And Cheryl,,North End,42.36518961163914,-71.05536089324785,Entire home/apt,145,5,28,2018-09-10,0.40,2,30
377474,Beautiful Victorian House,119019,Hermina,,Dorchester,42.29838951876524,-71.05931164774684,Entire home/apt,495,1,22,2018-09-24,0.28,10,358
381187,Urban home in best JP location w AC,1912147,Pamela,,Jamaica Plain,42.31417398640222,-71.11541470426444,Entire home/apt,375,3,12,2015-10-04,0.15,1,0
400067,Private Room in Spacious Apartment1,1997048,ToRena,,Dorchester,42.30088320910919,-71.08189710640713,Private room,49,3,21,2017-04-18,0.31,6,364
403587,Beautiful 2 bedroom apt sleeps 7,887148,Dawn,,Charlestown,42.382908823365945,-71.06955641881245,Entire home/apt,595,2,2,2014-03-27,0.03,6,364
414419,Back Bay! Best Location in Boston!,2027295,Ravi,,Back Bay,42.3538695963596,-71.07972258052565,Entire home/apt,75,2,506,2019-01-15,6.17,1,187
441014,Beacon Hill Marathon Finish Line walking distance!,2114859,Sophia,,Beacon Hill,42.36014654713372,-71.06858797476997,Entire home/apt,195,5,14,2018-11-16,0.25,1,100
442735,South End Brownstone Family Home,1592221,Sarah,,South End,42.34362090082919,-71.067992576338,Entire home/apt,250,2,59,2018-12-27,0.73,1,135
447826,"Sweet Little House in JP, Boston",2053557,Hilary,,Jamaica Plain,42.31713375085383,-71.10965966211438,Private room,71,3,278,2018-11-30,3.48,1,265
472070,Penthouse|Beautiful Terrace|Marlborough| 2 BR 1BA,814298,Brent,,Back Bay,42.35147091712026,-71.08320443523486,Entire home/apt,150,2,60,2018-11-06,1.75,89,0
475254,Spectacular Boston Townhouse in Heart of Boston,2355815,Francine,,Bay Village,42.3484557168945,-71.06810028933633,Entire home/apt,500,5,11,2018-10-03,0.39,1,160
475988,"Lovely private, 20 mins to dwntwn, near parks +T!",2359572,Kelly,,Jamaica Plain,42.30439627966345,-71.11442053542154,Entire home/apt,207,1,15,2018-10-28,1.01,1,0
496022,"Private Floor, Private Bath, City Location",1956464,Maria,,Jamaica Plain,42.30920004254448,-71.11836465855009,Private room,200,2,16,2016-06-26,0.25,1,0
497810,"LOCATION, LOCATION, LOCATION, 3BDR DWNTWN",2329611,Jonathan,,Downtown,42.354392975346144,-71.06009357094518,Entire home/apt,299,1,297,2018-12-26,5.38,1,33
511992,RiverView Luxury Apt Top Amenities,723220,Helena,,Downtown,42.355636261028316,-71.05826822156493,Entire home/apt,450,30,0,,,1,358
519272,"Cozy Room + Private Bath, JP Boston",2444900,David,,Jamaica Plain,42.305107628365654,-71.10643297141229,Private room,62,3,9,2016-05-31,0.16,1,0
526970,BACK BAY/COPLEY FIRST FLOOR ROOM,85770,Robert,,South End,42.34522988307238,-71.07282284007427,Private room,148,2,163,2018-11-18,2.03,5,89
530983,The Grand View | 5BR 2BA | Victorian Home,71783,Lance,,Dorchester,42.31418505456127,-71.06000714910215,Entire home/apt,175,3,59,2018-11-05,0.78,23,215
533152,The Penthouse | 2BR 1BA | 4th Floor,71783,Lance,,Dorchester,42.321889409331035,-71.0618292667287,Entire home/apt,125,3,51,2018-12-25,0.88,23,186
536865,COZY 2 BEDROOM IN GREATER BOSTON,2618808,Curtis,,Dorchester,42.310863883215255,-71.06815043883488,Entire home/apt,115,2,277,2018-11-18,3.50,2,335
543078,[1716-2] Nicely Renovated 2BR in Back Bay,25188,Seamless,,Back Bay,42.345262249888926,-71.08078929797506,Entire home/apt,379,3,7,2018-10-24,0.17,62,357
554720,Boston Charm - Condo,2727109,Tom,,Jamaica Plain,42.3185688067565,-71.11415408323548,Entire home/apt,240,3,171,2018-12-26,2.23,1,167
561769,The Sky View | 3BR 1BA | 3rd Floor,71783,Lance,,Dorchester,42.3132399388275,-71.06241647334659,Entire home/apt,142,3,41,2019-01-03,0.53,23,229
568234,City's Hippest Location/Two Bedrooms/Parking,2796082,Margaret,,Jamaica Plain,42.30334665895726,-71.1049737158891,Private room,110,1,231,2018-11-20,2.91,2,332
570493,"2 Bedrms, 2 Priv Bath&Priv Entrance",914630,Bill,,Dorchester,42.28846783361416,-71.05477404713753,Private room,110,3,89,2018-10-20,1.35,1,253
579605,The Mayhew | 2BR 1BA | 3rd Floor,71783,Lance,,Dorchester,42.32280313962162,-71.06184460563564,Entire home/apt,125,3,41,2018-12-28,0.53,23,235
583255,"Boston Beauty, Walk to C and B line",306407,Valery,,Brighton,42.341713252845224,-71.14851195688932,Entire home/apt,149,3,12,2017-07-05,0.16,1,0
601763,The Alameda 2 | 2BR 1BA | Brookline Area,71783,Lance,,West Roxbury,42.29118076806377,-71.15316226886526,Entire home/apt,125,3,31,2018-12-17,1.42,23,205
611081,Houseboat in Boston Harbor,3029783,Deborah,,East Boston,42.38167016379894,-71.03991829438495,Entire home/apt,325,2,23,2018-11-18,0.81,3,314
619142, Getaway in Historic Charlestown,501427,Joe,,Charlestown,42.378078688488884,-71.06343261367424,Entire home/apt,175,3,149,2018-10-01,1.90,1,277
639101,Quiet Room in Historic South End Brownstone,3189672,Dympna,,South End,42.33838120920071,-71.07496368669906,Private room,175,3,18,2018-12-21,0.62,2,130
639111,Relaxing Room at Historic South End Brownstone,3189672,Dympna,,South End,42.33618514454923,-71.07342145580922,Private room,199,3,12,2018-11-18,0.42,2,130
646087,1 Bed in Charming Southie Townhouse near BCEC,3236611,Ingrid,,South Boston,42.334774636083,-71.04995357863712,Private room,155,1,5,2018-10-26,0.16,1,173
658029,Trendy Fun Spot|Historic South End |1BR 1BA #1,1444340,Will,,Roxbury,42.339232558534334,-71.08141307165798,Entire home/apt,163,2,100,2018-11-09,1.30,37,210
665035,[1218-1NH]1BR At Longfellow Place,25188,Seamless,,Downtown,42.36256483589406,-71.0636978263333,Entire home/apt,249,4,3,2018-11-07,0.10,62,364
693353,[1716-1] Brand New 1BR - Back Bay - Near The Pru,25188,Seamless,,Back Bay,42.34686689996466,-71.07899933936598,Entire home/apt,249,2,19,2018-09-27,0.28,62,364
697078,Spacious 1 bed facing State House,26988,Anne,,Beacon Hill,42.358931308258974,-71.06331100414958,Entire home/apt,175,30,17,2018-12-08,0.38,10,291
708802,Boston / Charlestown Apartment,3648427,Gerard  And Marie,,Charlestown,42.377549642397646,-71.06280466738484,Entire home/apt,100,2,320,2018-12-22,4.20,1,256
713627,"Retro Cool Artist's House, Parking",3581975,Rachel,,Jamaica Plain,42.30957367789852,-71.10629240857683,Entire home/apt,135,5,1,2014-10-09,0.02,1,0
732932,Guest Bedroom in Beautiful Jamaica Plain Home,3817361,Alishya,,Jamaica Plain,42.30376309732182,-71.11400262506409,Private room,90,3,23,2018-10-31,0.30,3,233
732999,Lovely home in Jamaica Plain Boston,3817361,Alishya,,Jamaica Plain,42.30455930241627,-71.11364252468704,Entire home/apt,225,3,22,2018-06-24,0.29,3,297
735970,Part of a Large Condo Jamaica Plain,3840038,Sidney,,Jamaica Plain,42.31691221390574,-71.1130254234823,Private room,55,300,3,2015-05-22,0.04,1,0
743211,Unique Find: Private home in City!,2796082,Margaret,,Jamaica Plain,42.3058133625616,-71.11259651201156,Entire home/apt,550,3,63,2018-10-22,0.89,2,326
743759,Cozy Room & Bathroom: No Kitchen,7969,Carolyn,,Roslindale,42.2942383412405,-71.13183344692784,Private room,25,90,4,2016-07-01,0.06,2,291
750438,"A quiet, green oasis in funky JP!",3945438,Lisa,,Jamaica Plain,42.306811532274814,-71.11052442247082,Private room,65,3,177,2018-12-28,2.59,6,364
753446,6 miles away from downtown Boston!,3962517,Sami,,Roslindale,42.28587763920193,-71.12490955692161,Private room,50,2,133,2018-11-11,3.25,1,363
754845,[1273-S]Fab Studio close to Newbury,25188,Seamless,,Back Bay,42.348316723445805,-71.08474346052387,Entire home/apt,209,2,18,2017-05-23,0.26,62,361
766700,★ Historic & Private 1BR | Walk to Sites & MBTA,3637081,Jason Or Jose,,North End,42.36639330636225,-71.05536891439704,Entire home/apt,125,1,417,2018-12-29,6.08,6,323
777903,A suburban feel in the city,4102281,Monroe,,Jamaica Plain,42.30757425614119,-71.13463036679991,Private room,85,2,34,2018-10-28,0.50,1,362
796435,Urban Victorian-walk the city! Rm 1,3875741,Mekkin,,Roxbury,42.3251358001409,-71.08349007017412,Private room,63,3,16,2015-04-29,0.24,6,0
798957,★2-Story★Walk Score 77 ★ 1200ft² ★ 2 Baths,1651480,Edward,,South End,42.34121342173442,-71.0757105405123,Entire home/apt,295,3,345,2019-01-13,4.97,5,57
799701,Large Sunny Apartment in JP,4210157,Marian,,Jamaica Plain,42.32085835010096,-71.11249877013331,Entire home/apt,300,4,2,2015-04-21,0.03,2,0
801680,*$89 Special!  BOSTONS BEST!!* Minutes to Center*,8229,Terry,,Roxbury,42.32852347771993,-71.09539243911993,Entire home/apt,169,3,41,2018-12-26,0.55,6,91
801722,$99 Special!!  Minutes to Center!  Private Space,8229,Terry,,Roxbury,42.32819243642796,-71.09404877118986,Entire home/apt,149,3,34,2018-11-28,0.46,6,187
815639,►Sophisticated Saucy Studio | Easy T Access!◄,3637081,Jason Or Jose,,North End,42.36758116315518,-71.05611277750177,Entire home/apt,125,1,484,2018-12-08,7.08,6,345
820073,"Modern Loft, 1700 SqFt. Location!",1911807,Kelly & Chris,,Downtown,42.35628105475238,-71.06140929576179,Entire home/apt,275,2,66,2018-12-07,0.94,2,278
826706,Private Room in Spacious Apartment3,1997048,ToRena,,Dorchester,42.299963956313846,-71.08060444242611,Private room,79,3,7,2015-09-29,0.10,6,261
839265,Private Room in Spacious Apartment2,1997048,ToRena,,Dorchester,42.29822350470986,-71.07621396071184,Private room,49,3,24,2018-11-20,0.33,6,364
847856,Room For Rent,4426354,Beacon,,Back Bay,42.35163374293148,-71.08746026860703,Private room,79,1,24,2018-03-20,0.33,2,364
849408,"Perfect & Practical Boston Rental (1,000+ sqft)",4434391,Damon,,Roslindale,42.28882028358453,-71.13951010210121,Entire home/apt,239,3,53,2018-11-27,0.86,3,214
851927,♥ Transit Score 100 & Walk Score  98! ♥,2204348,Nina,,South End,42.34559448453424,-71.07488059741611,Entire home/apt,150,21,26,2018-11-30,0.68,1,313
886668,Visit Back Bay,4426354,Beacon,,Back Bay,42.35029522327066,-71.08743809460069,Private room,89,1,32,2018-03-31,0.44,2,365
